Platform,Genre,Year,Amount,PlatformGenre
PC,Shooter,2000,0,PCShooter
PC,Shooter,2001,1,PCShooter
PC,Shooter,2002,3,PCShooter
PC,Shooter,2003,4,PCShooter
PC,Shooter,2004,9,PCShooter
PC,Shooter,2005,9,PCShooter
PC,Shooter,2006,4,PCShooter
PC,Shooter,2007,13,PCShooter
PC,Shooter,2008,10,PCShooter
PC,Shooter,2009,16,PCShooter
PC,Shooter,2010,12,PCShooter
PC,Shooter,2011,21,PCShooter
PC,Shooter,2012,9,PCShooter
PC,Shooter,2013,11,PCShooter
PC,Shooter,2014,7,PCShooter
PC,Shooter,2015,5,PCShooter
PC,Shooter,2016,9,PCShooter
PC,Shooter,N/A,3,PCShooter
PC,Misc,1994,1,PCMisc
PC,Misc,1995,1,PCMisc
PC,Misc,1996,0,PCMisc
PC,Misc,1997,0,PCMisc
PC,Misc,1998,0,PCMisc
PC,Misc,1999,1,PCMisc
PC,Misc,2000,1,PCMisc
PC,Misc,2001,0,PCMisc
PC,Misc,2002,0,PCMisc
PC,Misc,2003,0,PCMisc
PC,Misc,2004,0,PCMisc
PC,Misc,2005,0,PCMisc
PC,Misc,2006,2,PCMisc
PC,Misc,2007,1,PCMisc
PC,Misc,2008,2,PCMisc
PC,Misc,2009,2,PCMisc
PC,Misc,2010,4,PCMisc
PC,Misc,2011,2,PCMisc
PC,Misc,2012,1,PCMisc
PC,Misc,2013,1,PCMisc
PC,Misc,2014,1,PCMisc
PC,Misc,2015,2,PCMisc
PC,Misc,N/A,2,PCMisc
PC,Puzzle,2006,2,PCPuzzle
PC,Puzzle,2007,2,PCPuzzle
PC,Puzzle,2008,3,PCPuzzle
PC,Puzzle,2009,3,PCPuzzle
PC,Puzzle,2010,3,PCPuzzle
PC,Puzzle,2011,10,PCPuzzle
PC,Puzzle,2012,2,PCPuzzle
PC,Role-Playing,1996,1,PCRole-Playing
PC,Role-Playing,1997,0,PCRole-Playing
PC,Role-Playing,1998,1,PCRole-Playing
PC,Role-Playing,1999,0,PCRole-Playing
PC,Role-Playing,2000,0,PCRole-Playing
PC,Role-Playing,2001,1,PCRole-Playing
PC,Role-Playing,2002,2,PCRole-Playing
PC,Role-Playing,2003,2,PCRole-Playing
PC,Role-Playing,2004,3,PCRole-Playing
PC,Role-Playing,2005,6,PCRole-Playing
PC,Role-Playing,2006,7,PCRole-Playing
PC,Role-Playing,2007,6,PCRole-Playing
PC,Role-Playing,2008,10,PCRole-Playing
PC,Role-Playing,2009,9,PCRole-Playing
PC,Role-Playing,2010,13,PCRole-Playing
PC,Role-Playing,2011,13,PCRole-Playing
PC,Role-Playing,2012,9,PCRole-Playing
PC,Role-Playing,2013,0,PCRole-Playing
PC,Role-Playing,2014,11,PCRole-Playing
PC,Role-Playing,2015,3,PCRole-Playing
PC,Role-Playing,2016,4,PCRole-Playing
PC,Role-Playing,N/A,1,PCRole-Playing
PC,Racing,1997,1,PCRacing
PC,Racing,1998,0,PCRacing
PC,Racing,1999,0,PCRacing
PC,Racing,2000,0,PCRacing
PC,Racing,2001,0,PCRacing
PC,Racing,2002,0,PCRacing
PC,Racing,2003,1,PCRacing
PC,Racing,2004,4,PCRacing
PC,Racing,2005,2,PCRacing
PC,Racing,2006,2,PCRacing
PC,Racing,2007,6,PCRacing
PC,Racing,2008,3,PCRacing
PC,Racing,2009,6,PCRacing
PC,Racing,2010,4,PCRacing
PC,Racing,2011,9,PCRacing
PC,Racing,2012,4,PCRacing
PC,Racing,2013,3,PCRacing
PC,Racing,2014,4,PCRacing
PC,Racing,2015,3,PCRacing
PC,Racing,2016,6,PCRacing
PC,Racing,N/A,3,PCRacing
PC,Platform,2003,1,PCPlatform
PC,Platform,2004,0,PCPlatform
PC,Platform,2005,0,PCPlatform
PC,Platform,2006,0,PCPlatform
PC,Platform,2007,1,PCPlatform
PC,Platform,2008,1,PCPlatform
PC,Platform,2009,2,PCPlatform
PC,Platform,2010,0,PCPlatform
PC,Platform,2011,3,PCPlatform
PC,Platform,2012,1,PCPlatform
PC,Platform,2013,1,PCPlatform
PC,Platform,2014,0,PCPlatform
PC,Platform,2015,0,PCPlatform
PC,Platform,2016,1,PCPlatform
PC,Sports,1999,1,PCSports
PC,Sports,2000,0,PCSports
PC,Sports,2001,1,PCSports
PC,Sports,2002,9,PCSports
PC,Sports,2003,2,PCSports
PC,Sports,2004,3,PCSports
PC,Sports,2005,0,PCSports
PC,Sports,2006,2,PCSports
PC,Sports,2007,3,PCSports
PC,Sports,2008,3,PCSports
PC,Sports,2009,6,PCSports
PC,Sports,2010,5,PCSports
PC,Sports,2011,7,PCSports
PC,Sports,2012,4,PCSports
PC,Sports,2013,2,PCSports
PC,Sports,2014,2,PCSports
PC,Sports,2015,4,PCSports
PC,Sports,2016,5,PCSports
2600,Adventure,1983,1,2600Adventure
2600,Adventure,N/A,1,2600Adventure
2600,Fighting,1980,1,2600Fighting
2600,Fighting,N/A,1,2600Fighting
2600,Action,1980,1,2600Action
2600,Action,1981,25,2600Action
2600,Action,1982,18,2600Action
2600,Action,1983,7,2600Action
2600,Action,1984,0,2600Action
2600,Action,1985,0,2600Action
2600,Action,1986,0,2600Action
2600,Action,1987,2,2600Action
2600,Action,1988,1,2600Action
2600,Action,1989,1,2600Action
2600,Action,N/A,6,2600Action
2600,Simulation,1981,1,2600Simulation
2600,Shooter,1980,2,2600Shooter
2600,Shooter,1981,10,2600Shooter
2600,Shooter,1982,5,2600Shooter
2600,Shooter,1983,1,2600Shooter
2600,Shooter,1984,0,2600Shooter
2600,Shooter,1985,0,2600Shooter
2600,Shooter,1986,1,2600Shooter
2600,Shooter,1987,2,2600Shooter
2600,Shooter,1988,1,2600Shooter
2600,Shooter,N/A,2,2600Shooter
2600,Misc,1980,4,2600Misc
2600,Misc,1981,0,2600Misc
2600,Misc,1982,1,2600Misc
2600,Puzzle,1981,2,2600Puzzle
2600,Puzzle,1982,3,2600Puzzle
2600,Puzzle,1983,1,2600Puzzle
2600,Puzzle,1984,0,2600Puzzle
2600,Puzzle,1985,1,2600Puzzle
2600,Puzzle,1986,0,2600Puzzle
2600,Puzzle,1987,0,2600Puzzle
2600,Puzzle,1988,0,2600Puzzle
2600,Puzzle,1989,1,2600Puzzle
2600,Puzzle,N/A,3,2600Puzzle
2600,Racing,1981,1,2600Racing
2600,Racing,1982,2,2600Racing
2600,Racing,1983,0,2600Racing
2600,Racing,1984,1,2600Racing
2600,Racing,N/A,2,2600Racing
2600,Platform,1981,3,2600Platform
2600,Platform,1982,5,2600Platform
2600,Platform,1983,1,2600Platform
2600,Sports,1980,1,2600Sports
2600,Sports,1981,4,2600Sports
2600,Sports,1982,2,2600Sports
2600,Sports,1983,0,2600Sports
2600,Sports,1984,0,2600Sports
2600,Sports,1985,0,2600Sports
2600,Sports,1986,1,2600Sports
2600,Sports,1987,2,2600Sports
2600,Sports,N/A,2,2600Sports
PSP,Strategy ,2004,1,PSPStrategy 
PSP,Strategy ,2005,3,PSPStrategy 
PSP,Strategy ,2006,9,PSPStrategy 
PSP,Strategy ,2007,8,PSPStrategy 
PSP,Strategy ,2008,4,PSPStrategy 
PSP,Strategy ,2009,8,PSPStrategy 
PSP,Strategy ,2010,12,PSPStrategy 
PSP,Strategy ,2011,9,PSPStrategy 
PSP,Strategy ,2012,3,PSPStrategy 
PSP,Strategy ,2013,1,PSPStrategy 
PSP,Strategy ,N/A,2,PSPStrategy 
PSP,Adventure,2005,3,PSPAdventure
PSP,Adventure,2006,11,PSPAdventure
PSP,Adventure,2007,3,PSPAdventure
PSP,Adventure,2008,10,PSPAdventure
PSP,Adventure,2009,22,PSPAdventure
PSP,Adventure,2010,64,PSPAdventure
PSP,Adventure,2011,48,PSPAdventure
PSP,Adventure,2012,19,PSPAdventure
PSP,Adventure,2013,29,PSPAdventure
PSP,Adventure,2014,4,PSPAdventure
PSP,Fighting,2004,1,PSPFighting
PSP,Fighting,2005,4,PSPFighting
PSP,Fighting,2006,13,PSPFighting
PSP,Fighting,2007,12,PSPFighting
PSP,Fighting,2008,6,PSPFighting
PSP,Fighting,2009,16,PSPFighting
PSP,Fighting,2010,10,PSPFighting
PSP,Fighting,2011,7,PSPFighting
PSP,Fighting,2012,3,PSPFighting
PSP,Fighting,2013,1,PSPFighting
PSP,Fighting,N/A,1,PSPFighting
PSP,Action,2004,1,PSPAction
PSP,Action,2005,9,PSPAction
PSP,Action,2006,26,PSPAction
PSP,Action,2007,28,PSPAction
PSP,Action,2008,14,PSPAction
PSP,Action,2009,34,PSPAction
PSP,Action,2010,26,PSPAction
PSP,Action,2011,16,PSPAction
PSP,Action,2012,51,PSPAction
PSP,Action,2013,6,PSPAction
PSP,Action,2014,3,PSPAction
PSP,Action,2015,3,PSPAction
PSP,Action,N/A,5,PSPAction
PSP,Simulation,2004,1,PSPSimulation
PSP,Simulation,2005,2,PSPSimulation
PSP,Simulation,2006,4,PSPSimulation
PSP,Simulation,2007,2,PSPSimulation
PSP,Simulation,2008,2,PSPSimulation
PSP,Simulation,2009,10,PSPSimulation
PSP,Simulation,2010,5,PSPSimulation
PSP,Simulation,2011,1,PSPSimulation
PSP,Simulation,2012,1,PSPSimulation
PSP,Shooter,2005,5,PSPShooter
PSP,Shooter,2006,11,PSPShooter
PSP,Shooter,2007,12,PSPShooter
PSP,Shooter,2008,1,PSPShooter
PSP,Shooter,2009,4,PSPShooter
PSP,Shooter,2010,4,PSPShooter
PSP,Misc,2004,4,PSPMisc
PSP,Misc,2005,8,PSPMisc
PSP,Misc,2006,25,PSPMisc
PSP,Misc,2007,8,PSPMisc
PSP,Misc,2008,10,PSPMisc
PSP,Misc,2009,9,PSPMisc
PSP,Misc,2010,16,PSPMisc
PSP,Misc,2011,14,PSPMisc
PSP,Misc,2012,2,PSPMisc
PSP,Misc,2013,6,PSPMisc
PSP,Misc,2014,2,PSPMisc
PSP,Misc,N/A,2,PSPMisc
PSP,Puzzle,2004,4,PSPPuzzle
PSP,Puzzle,2005,9,PSPPuzzle
PSP,Puzzle,2006,15,PSPPuzzle
PSP,Puzzle,2007,10,PSPPuzzle
PSP,Puzzle,2008,4,PSPPuzzle
PSP,Puzzle,2009,1,PSPPuzzle
PSP,Puzzle,2010,1,PSPPuzzle
PSP,Role-Playing,2004,1,PSPRole-Playing
PSP,Role-Playing,2005,11,PSPRole-Playing
PSP,Role-Playing,2006,25,PSPRole-Playing
PSP,Role-Playing,2007,18,PSPRole-Playing
PSP,Role-Playing,2008,17,PSPRole-Playing
PSP,Role-Playing,2009,28,PSPRole-Playing
PSP,Role-Playing,2010,29,PSPRole-Playing
PSP,Role-Playing,2011,33,PSPRole-Playing
PSP,Role-Playing,2012,22,PSPRole-Playing
PSP,Role-Playing,2013,7,PSPRole-Playing
PSP,Role-Playing,N/A,1,PSPRole-Playing
PSP,Racing,2004,1,PSPRacing
PSP,Racing,2005,12,PSPRacing
PSP,Racing,2006,18,PSPRacing
PSP,Racing,2007,13,PSPRacing
PSP,Racing,2008,7,PSPRacing
PSP,Racing,2009,8,PSPRacing
PSP,Racing,2010,3,PSPRacing
PSP,Racing,2011,1,PSPRacing
PSP,Platform,2005,7,PSPPlatform
PSP,Platform,2006,9,PSPPlatform
PSP,Platform,2007,7,PSPPlatform
PSP,Platform,2008,6,PSPPlatform
PSP,Platform,2009,4,PSPPlatform
PSP,Platform,2010,3,PSPPlatform
PSP,Sports,2004,1,PSPSports
PSP,Sports,2005,22,PSPSports
PSP,Sports,2006,23,PSPSports
PSP,Sports,2007,18,PSPSports
PSP,Sports,2008,13,PSPSports
PSP,Sports,2009,17,PSPSports
PSP,Sports,2010,15,PSPSports
PSP,Sports,2011,10,PSPSports
PSP,Sports,2012,5,PSPSports
PSP,Sports,2013,4,PSPSports
PSP,Sports,2014,1,PSPSports
PSP,Sports,N/A,5,PSPSports
XOne,Strategy ,2013,1,XOneStrategy 
XOne,Strategy ,2014,0,XOneStrategy 
XOne,Strategy ,2015,1,XOneStrategy 
XOne,Strategy ,2016,1,XOneStrategy 
XOne,Adventure,2014,5,XOneAdventure
XOne,Adventure,2015,6,XOneAdventure
XOne,Adventure,2016,3,XOneAdventure
XOne,Fighting,2013,2,XOneFighting
XOne,Fighting,2014,0,XOneFighting
XOne,Fighting,2015,3,XOneFighting
XOne,Fighting,2016,2,XOneFighting
XOne,Action,2013,4,XOneAction
XOne,Action,2014,21,XOneAction
XOne,Action,2015,27,XOneAction
XOne,Action,2016,33,XOneAction
XOne,Simulation,2013,1,XOneSimulation
XOne,Simulation,2014,0,XOneSimulation
XOne,Simulation,2015,1,XOneSimulation
XOne,Simulation,2016,2,XOneSimulation
XOne,Shooter,2013,2,XOneShooter
XOne,Shooter,2014,10,XOneShooter
XOne,Shooter,2015,11,XOneShooter
XOne,Shooter,2016,15,XOneShooter
XOne,Misc,2013,2,XOneMisc
XOne,Misc,2014,8,XOneMisc
XOne,Misc,2015,5,XOneMisc
XOne,Misc,2016,4,XOneMisc
XOne,Role-Playing,2014,3,XOneRole-Playing
XOne,Role-Playing,2015,7,XOneRole-Playing
XOne,Role-Playing,2016,4,XOneRole-Playing
XOne,Racing,2013,2,XOneRacing
XOne,Racing,2014,3,XOneRacing
XOne,Racing,2015,6,XOneRacing
XOne,Racing,2016,9,XOneRacing
XOne,Platform,2013,1,XOnePlatform
XOne,Platform,2014,1,XOnePlatform
XOne,Platform,2015,0,XOnePlatform
XOne,Platform,2016,3,XOnePlatform
XOne,Sports,2013,4,XOneSports
XOne,Sports,2014,10,XOneSports
XOne,Sports,2015,13,XOneSports
XOne,Sports,2016,11,XOneSports
WiiU,Strategy ,2012,1,WiiUStrategy 
WiiU,Strategy ,2013,2,WiiUStrategy 
WiiU,Adventure,2014,2,WiiUAdventure
WiiU,Adventure,2015,0,WiiUAdventure
WiiU,Adventure,2016,1,WiiUAdventure
WiiU,Fighting,2012,1,WiiUFighting
WiiU,Fighting,2013,2,WiiUFighting
WiiU,Fighting,2014,1,WiiUFighting
WiiU,Fighting,2015,0,WiiUFighting
WiiU,Fighting,2016,1,WiiUFighting
WiiU,Action,2012,16,WiiUAction
WiiU,Action,2013,13,WiiUAction
WiiU,Action,2014,18,WiiUAction
WiiU,Action,2015,11,WiiUAction
WiiU,Action,2016,6,WiiUAction
WiiU,Simulation,2013,1,WiiUSimulation
WiiU,Shooter ,2012,2,WiiUShooter 
WiiU,Shooter ,2013,5,WiiUShooter 
WiiU,Shooter ,2014,1,WiiUShooter 
WiiU,Shooter ,2015,1,WiiUShooter 
WiiU,Shooter ,2016,1,WiiUShooter 
WiiU,Misc,2012,4,WiiUMisc
WiiU,Misc,2013,5,WiiUMisc
WiiU,Misc,2014,4,WiiUMisc
WiiU,Misc,2015,7,WiiUMisc
WiiU,Misc,2016,2,WiiUMisc
WiiU,Puzzle,2013,1,WiiUPuzzle
WiiU,Puzzle,2014,2,WiiUPuzzle
WiiU,Puzzle,2015,1,WiiUPuzzle
WiiU,Role-Playing,2012,2,WiiURole-Playing
WiiU,Role-Playing,2013,1,WiiURole-Playing
WiiU,Role-Playing,2014,0,WiiURole-Playing
WiiU,Role-Playing,2015,3,WiiURole-Playing
WiiU,Role-Playing,2016,1,WiiURole-Playing
WiiU,Racing,2012,1,WiiURacing
WiiU,Racing,2013,1,WiiURacing
WiiU,Racing,2014,1,WiiURacing
WiiU,Platform,2012,2,WiiUPlatform
WiiU,Platform,2013,8,WiiUPlatform
WiiU,Platform,2014,1,WiiUPlatform
WiiU,Platform,2015,4,WiiUPlatform
WiiU,Platform,2016,2,WiiUPlatform
WiiU,Sports,2012,3,WiiUSports
WiiU,Sports,2013,3,WiiUSports
WiiU,Sports,2014,1,WiiUSports
WiiU,Sports,2015,1,WiiUSports
GC,Strategy ,2001,1,GCStrategy 
GC,Strategy ,2002,1,GCStrategy 
GC,Strategy ,2003,3,GCStrategy 
GC,Strategy ,2004,4,GCStrategy 
GC,Strategy ,2005,2,GCStrategy 
GC,Adventure,2001,1,GCAdventure
GC,Adventure,2002,6,GCAdventure
GC,Adventure,2003,2,GCAdventure
GC,Adventure,2004,2,GCAdventure
GC,Adventure,2005,6,GCAdventure
GC,Adventure,2006,3,GCAdventure
GC,Fighting,2001,1,GCFighting
GC,Fighting,2002,13,GCFighting
GC,Fighting,2003,10,GCFighting
GC,Fighting,2004,5,GCFighting
GC,Fighting,2005,11,GCFighting
GC,Fighting,2006,2,GCFighting
GC,Action,2001,1,GCAction
GC,Action,2002,16,GCAction
GC,Action,2003,29,GCAction
GC,Action,2004,17,GCAction
GC,Action,2005,22,GCAction
GC,Action,2006,11,GCAction
GC,Action,2007,2,GCAction
GC,Action,N/A,3,GCAction
GC,Simulation,2001,2,GCSimulation
GC,Simulation,2002,2,GCSimulation
GC,Simulation,2003,3,GCSimulation
GC,Simulation,2004,1,GCSimulation
GC,Simulation,2005,3,GCSimulation
GC,Simulation,2006,1,GCSimulation
GC,Shooter,2002,14,GCShooter
GC,Shooter,2003,14,GCShooter
GC,Shooter,2004,12,GCShooter
GC,Shooter,2005,7,GCShooter
GC,Shooter,2006,1,GCShooter
GC,Misc,2001,1,GCMisc
GC,Misc,2002,9,GCMisc
GC,Misc,2003,8,GCMisc
GC,Misc,2004,5,GCMisc
GC,Misc,2005,10,GCMisc
GC,Misc,2006,2,GCMisc
GC,Misc,N/A,1,GCMisc
GC,Puzzle,2001,1,GCPuzzle
GC,Puzzle,2002,6,GCPuzzle
GC,Puzzle,2003,3,GCPuzzle
GC,Puzzle,2004,1,GCPuzzle
GC,Puzzle,2005,1,GCPuzzle
GC,Puzzle,N/A,1,GCPuzzle
GC,Role-Playing,2002,5,GCRole-Playing
GC,Role-Playing,2003,10,GCRole-Playing
GC,Role-Playing,2004,6,GCRole-Playing
GC,Role-Playing,2005,3,GCRole-Playing
GC,Role-Playing,2006,1,GCRole-Playing
GC,Role-Playing,N/A,2,GCRole-Playing
GC,Racing,2001,4,GCRacing
GC,Racing,2002,20,GCRacing
GC,Racing,2003,24,GCRacing
GC,Racing,2004,4,GCRacing
GC,Racing,2005,3,GCRacing
GC,Racing,2006,5,GCRacing
GC,Racing,N/A,3,GCRacing
GC,Platform,2001,2,GCPlatform
GC,Platform,2002,19,GCPlatform
GC,Platform,2003,20,GCPlatform
GC,Platform,2004,12,GCPlatform
GC,Platform,2005,12,GCPlatform
GC,Platform,2006,8,GCPlatform
GC,Sports,2001,8,GCSports
GC,Sports,2002,41,GCSports
GC,Sports,2003,18,GCSports
GC,Sports,2004,14,GCSports
GC,Sports,2005,17,GCSports
GC,Sports,2006,6,GCSports
GC,Sports,2007,2,GCSports
GC,Sports,N/A,4,GCSports
GEN,Strategy ,1993,1,GENStrategy 
GEN,Adventure,1992,1,GENAdventure
GEN,Adventure,1993,1,GENAdventure
GEN,Fighting,1992,2,GENFighting
GEN,Fighting,1993,1,GENFighting
GEN,Fighting,1994,2,GENFighting
GEN,Action,1990,1,GENAction
GEN,Action,1991,0,GENAction
GEN,Action,1992,0,GENAction
GEN,Action,1993,2,GENAction
GEN,Shooter,1992,1,GENShooter
GEN,Misc,1994,1,GENMisc
GEN,Role-Playing,1993,1,GENRole-Playing
GEN,Role-Playing,1994,2,GENRole-Playing
GEN,Racing,1994,1,GENRacing
GEN,Platform,1991,1,GENPlatform
GEN,Platform,1992,1,GENPlatform
GEN,Platform,1993,1,GENPlatform
GEN,Platform,1994,4,GENPlatform
GEN,Sports,1992,1,GENSports
GEN,Sports,1993,0,GENSports
GEN,Sports,1994,2,GENSports
DC,Adventure,1998,1,DCAdventure
DC,Adventure,1999,2,DCAdventure
DC,Adventure,2000,4,DCAdventure
DC,Adventure,2001,2,DCAdventure
DC,Adventure,2002,0,DCAdventure
DC,Adventure,2003,0,DCAdventure
DC,Adventure,2004,0,DCAdventure
DC,Adventure,2005,0,DCAdventure
DC,Adventure,2006,0,DCAdventure
DC,Adventure,2007,0,DCAdventure
DC,Adventure,2008,1,DCAdventure
DC,Fighting,1998,2,DCFighting
DC,Fighting,1999,3,DCFighting
DC,Fighting,2000,5,DCFighting
DC,Fighting,2001,2,DCFighting
DC,Action,1998,1,DCAction
DC,Action,1999,0,DCAction
DC,Action,2000,1,DCAction
DC,Action,2001,1,DCAction
DC,Simulation,1999,1,DCSimulation
DC,Shooter,1998,1,DCShooter
DC,Shooter,1999,0,DCShooter
DC,Shooter,2000,1,DCShooter
DC,Shooter,2001,0,DCShooter
DC,Shooter,2002,0,DCShooter
DC,Shooter,2003,0,DCShooter
DC,Shooter,2004,0,DCShooter
DC,Shooter,2005,0,DCShooter
DC,Shooter,2006,0,DCShooter
DC,Shooter,2007,1,DCShooter
DC,Role-Playing,2000,3,DCRole-Playing
DC,Role-Playing,2001,1,DCRole-Playing
DC,Racing,1998,1,DCRacing
DC,Racing,1999,2,DCRacing
DC,Racing,2000,2,DCRacing
DC,Racing,2001,1,DCRacing
DC,Platform,1998,1,DCPlatform
DC,Platform,1999,0,DCPlatform
DC,Platform,2000,0,DCPlatform
DC,Platform,2001,1,DCPlatform
DC,Sports,1999,6,DCSports
DC,Sports,2000,4,DCSports
PSV,Strategy ,2013,3,PSVStrategy 
PSV,Strategy ,2014,1,PSVStrategy 
PSV,Strategy ,2015,2,PSVStrategy 
PSV,Strategy ,2016,1,PSVStrategy 
PSV,Adventure,2011,1,PSVAdventure
PSV,Adventure,2012,6,PSVAdventure
PSV,Adventure,2013,12,PSVAdventure
PSV,Adventure,2014,28,PSVAdventure
PSV,Adventure,2015,21,PSVAdventure
PSV,Adventure,2016,25,PSVAdventure
PSV,Fighting,2011,2,PSVFighting
PSV,Fighting,2012,4,PSVFighting
PSV,Fighting,2013,3,PSVFighting
PSV,Fighting,2014,5,PSVFighting
PSV,Fighting,2015,0,PSVFighting
PSV,Fighting,2016,2,PSVFighting
PSV,Action,2011,4,PSVAction
PSV,Action,2012,20,PSVAction
PSV,Action,2013,14,PSVAction
PSV,Action,2014,22,PSVAction
PSV,Action,2015,54,PSVAction
PSV,Action,2016,35,PSVAction
PSV,Action,2017,1,PSVAction
PSV,Simulation,2011,1,PSVSimulation
PSV,Simulation,2012,0,PSVSimulation
PSV,Simulation,2013,0,PSVSimulation
PSV,Simulation,2014,1,PSVSimulation
PSV,Simulation,2015,1,PSVSimulation
PSV,Simulation,2016,1,PSVSimulation
PSV,Shooter,2011,1,PSVShooter
PSV,Shooter,2012,2,PSVShooter
PSV,Shooter,2013,1,PSVShooter
PSV,Shooter,2014,1,PSVShooter
PSV,Misc,2011,2,PSVMisc
PSV,Misc,2012,3,PSVMisc
PSV,Misc,2013,2,PSVMisc
PSV,Misc,2014,9,PSVMisc
PSV,Misc,2015,5,PSVMisc
PSV,Misc,2016,3,PSVMisc
PSV,Puzzle,2011,1,PSVPuzzle
PSV,Puzzle,2012,0,PSVPuzzle
PSV,Puzzle,2013,0,PSVPuzzle
PSV,Puzzle,2014,1,PSVPuzzle
PSV,Puzzle,2015,0,PSVPuzzle
PSV,Puzzle,2016,1,PSVPuzzle
PSV,Role-Playing,2011,1,PSVRole-Playing
PSV,Role-Playing,2012,6,PSVRole-Playing
PSV,Role-Playing,2013,19,PSVRole-Playing
PSV,Role-Playing,2014,24,PSVRole-Playing
PSV,Role-Playing,2015,20,PSVRole-Playing
PSV,Role-Playing,2016,15,PSVRole-Playing
PSV,Role-Playing,2017,1,PSVRole-Playing
PSV,Role-Playing,N/A,1,PSVRole-Playing
PSV,Racing,2011,2,PSVRacing
PSV,Racing,2012,6,PSVRacing
PSV,Racing,2013,0,PSVRacing
PSV,Racing,2014,2,PSVRacing
PSV,Racing,2015,1,PSVRacing
PSV,Platform,2011,1,PSVPlatform
PSV,Platform,2012,2,PSVPlatform
PSV,Platform,2013,2,PSVPlatform
PSV,Platform,2014,2,PSVPlatform
PSV,Platform,2015,2,PSVPlatform
PSV,Sports,2011,2,PSVSports
PSV,Sports,2012,4,PSVSports
PSV,Sports,2013,7,PSVSports
PSV,Sports,2014,4,PSVSports
PSV,Sports,2015,4,PSVSports
PSV,Sports,2016,2,PSVSports
SAT,Strategy ,1995,3,SATStrategy 
SAT,Strategy ,1996,3,SATStrategy 
SAT,Strategy ,1997,5,SATStrategy 
SAT,Strategy ,1998,7,SATStrategy 
SAT,Adventure,1994,1,SATAdventure
SAT,Adventure,1995,4,SATAdventure
SAT,Adventure,1996,8,SATAdventure
SAT,Adventure,1997,4,SATAdventure
SAT,Adventure,1998,9,SATAdventure
SAT,Fighting,1994,5,SATFighting
SAT,Fighting,1995,11,SATFighting
SAT,Fighting,1996,8,SATFighting
SAT,Fighting,1997,4,SATFighting
SAT,Fighting,1998,3,SATFighting
SAT,Action,1995,1,SATAction
SAT,Action,1996,0,SATAction
SAT,Action,1997,2,SATAction
SAT,Simulation,1994,2,SATSimulation
SAT,Simulation,1995,2,SATSimulation
SAT,Simulation,1996,2,SATSimulation
SAT,Simulation,1997,0,SATSimulation
SAT,Simulation,1998,1,SATSimulation
SAT,Shooter,1994,3,SATShooter
SAT,Shooter,1995,9,SATShooter
SAT,Shooter,1996,5,SATShooter
SAT,Shooter,1997,4,SATShooter
SAT,Shooter,1998,1,SATShooter
SAT,Misc,1995,11,SATMisc
SAT,Misc,1996,2,SATMisc
SAT,Misc,1997,2,SATMisc
SAT,Puzzle,1995,1,SATPuzzle
SAT,Puzzle,1996,2,SATPuzzle
SAT,Puzzle,1997,2,SATPuzzle
SAT,Role-Playing,1995,4,SATRole-Playing
SAT,Role-Playing,1996,3,SATRole-Playing
SAT,Role-Playing,1997,7,SATRole-Playing
SAT,Role-Playing,1998,3,SATRole-Playing
SAT,Racing,1994,3,SATRacing
SAT,Racing,1995,4,SATRacing
SAT,Racing,1996,1,SATRacing
SAT,Platform,1994,1,SATPlatform
SAT,Platform,1995,0,SATPlatform
SAT,Platform,1996,1,SATPlatform
SAT,Platform,1997,2,SATPlatform
SAT,Platform,1998,1,SATPlatform
SAT,Sports,1994,4,SATSports
SAT,Sports,1995,2,SATSports
SAT,Sports,1996,3,SATSports
SAT,Sports,1997,2,SATSports
SAT,Sports,1998,4,SATSports
SAT,Sports,1999,1,SATSports
SCD,Strategy ,1994,1,SCDStrategy 
SCD,Misc,1994,2,SCDMisc
SCD,Role-Playing,1994,1,SCDRole-Playing
SCD,Racing,1994,1,SCDRacing
SCD,Platform,1993,1,SCDPlatform
WS,Strategy ,2000,1,WSStrategy 
WS,Strategy ,2001,1,WSStrategy 
WS,Role-Playing,1999,2,WSRole-Playing
WS,Role-Playing,2000,1,WSRole-Playing
WS,Role-Playing,2001,1,WSRole-Playing
NG,Fighting,1993,2,NGFighting
NG,Fighting,1994,4,NGFighting
NG,Fighting,1995,3,NGFighting
NG,Fighting,1996,2,NGFighting
NG,Sports,1995,1,NGSports
TG16,Adventure,1995,1,TG16Adventure
TG16,Shooter,1995,1,TG16Shooter
3DO,Adventure,1995,1,3DOAdventure
3DO,Simulation,1995,1,3DOSimulation
3DO,Puzzle,1994,1,3DOPuzzle
GG,Platform,1992,1,GGPlatform
PCFX,Role-Playing,1996,1,PCFXRole-Playing
